Victoria Ayling	411	VAylingUKIP	85	65600
Steve Beasant	5171	stevebeasant	90	65600
Melanie Onn	4846	OnnMel	53	65600
Vicky Dunn	4979	VickyDunnGreen	63	65600
Marc Jones	4845	itsmarcjones	52	65600
Alan Grey	4814		85	65627
Harry Webb	4662		63	65627
Lara Norris	4342		53	65627
Matthew Pennycook	4343	mtpennycook	53	65837
Ryan Acty	4867		85	65837
Abbey Akinoshun	2931		63	65837
Matt Hartley	4191		52	65837
Richard Wilson	4344	RichardWLabour	53	65838
Kelly-Marie Blundell	4500	KellyMarieLD	90	65838
Harry Aldridge	5079	harryaldridge	85	65838
John Morris	3781		133	65838
Tim Wells	4733		2269	65550
Heather Finlay	5283		63	65550
Diane Abbott	2567	HackneyAbbott	53	65550
Simon de Deney	4924	simondedeney	90	65550
Amy Gray	4192	hackneyamyg	52	65550
Charlotte George	4626	greenscharlotte	63	65752
Meg Hillier	2563	Meg_HillierMP	53	65752
Jack Tinley	4193	Jack_Tinley	52	65752
Cormac Padraic Mackeravaie	4734		2269	65752
Ben Mathis	5057	binny_uk	90	65752
Stephanie Peacock	4345	Steph_Peacock	53	65971
Gary Scott	4981	GaryScottHX1	63	65599
Philip Allott	2889		52	65599
Mohammad Ilyas	4501		90	65599
Tim Greene	5229		63	65671
Edward Hart	5007	xanderedz77	53	65671
Charlie Dewhirst	4194		52	65836
Maajid Nawaz	4502	MaajidLibDem	90	65576
Rebecca Johnson	4753		63	65576
Tulip Siddiq	4346	tulipsiddiq	53	65576
Simon Marcus	3565		52	65576
Clive Langley	4763	brisfox	85	65675
Zuffar Haq	3982		90	65675
Sundip Meghani	4774	Sundip	53	65675
Edward Garnier	2014		52	65675
Suzy Stride	4347	Suzy4Harlow	53	65875
Murray Sackwild	5219	mrsacky	63	65875
Robert Halfon	3741		52	65875
Shan Oakes	4986	shanoakes	63	65578
Jan Williams	5303		53	65578
David Simister	4860		85	65578
Helen Flynn	2813	flynnhc	90	65578
Ross Barlow	5137	ross_barlow	90	65650
Uma Kumaran	4348	Uma_Kumaran	53	65650
Nana Asante	5342	cllrnana	804	65650
Bob Blackman	227		52	65650
Hannah David	4195		52	65796
Phillip Broughton	4569		85	65990
Edward Browne	4349		53	65674
Andrew Michael	4913		85	65640
David Lofts	4755	David_Lofts	362	65640
Nick Perry	518	nickperrylibdem	90	65640
Amber Rudd	519		52	65640
Sarah Owen	4350	sarahowen_	53	65640
John Perry	5136	john_perry_uk	85	65699
Tim Dawes	5146	nineveh_havant	63	65699
Alan Mak	5017	AlanMak4MP	52	65699
Graham Giles	5164		53	65699
Pearl Lewis	4196		52	65912
Clifford Dixon	1451		85	65912
Laura Booth	4351		2	65557
William Wragg	4197		52	65557
Lisa Smart	4503	Lisa_Smart	90	65557
Michael Taylor	5000	marpleleaf	53	65557
Darran J Palmer	5375		85	65557
Tony Breslin	5180		53	65967
Steve Ashton	5269		85	66018
Matthew Offord	1323		52	65754
Ben Samuel	4889	filosofical_140	63	65754
Jeremy Zeid	5406		85	65754
Andrew Dismore	457	Andrew_Dismore	53	65754
John Howell	1682		52	65786
Sam Juthani	4352	SamJuthani	53	65786
Barry Cooper	5244		85	65786
Mark Stevenson	372		63	65786
Lucy Hurds	301	lucyhurds	90	65582
Adrian Baker	5161	t20racerman	85	66003
Katherine Chibah	5162	ChibahKatherine	53	66003
Oliver Dowden	4796		52	65994
Richard Butler	4353	CllrRButler	53	65994
Guy Opperman	2209		52	65850
David Nicholson	4565		85	65850
Liam Carr	4354	LiamRCarr	53	65850
Jeff Reid	4566		90	65850
Iain Gartside	4198		52	65814
John Bickley	5300	JohnBickleyUKIP	85	65814
Anthony Smith	4898	ajsmith_libdem	90	65814
Abi Jackson	5207		63	65814
Liz McInnes	5288		53	65814
Caitlin Bisknell	4064	CaitlinBisknell	53	66052
Stephen Worrall	5401		90	66052
Rachel Burgin	4355	MrsBurgin	53	65724
Richard Wise	831		63	65724
John Stocker	4988		85	65724
Peter Lilley	645		52	65724
Will Blair	4199	will_blair	52	65824
Natalie Bennett	3787		63	65824
Sir Keir Starmer	5077	keir_starmer	53	65824
Melanie Collins	813		63	66069
Paul McGeary	4356		53	66069
Catherine West	4357	CatherineWest1	53	65883
Gordon Peters	4886		63	65883
Suhail Rahuja	1854		52	65883
Lynne Featherstone	3792	LFeatherstone	90	65883
James Smith	4582	Floppy	1958	65717
Darrin Green	4764		63	65717
Roger Arthur	4765		85	65717
Francis Maude	2551		52	65717
Richard Elvin	3594	globalrichard	85	65947
Kevin Smith	5199		85	65691
Graham Cox	4200	CoxGraham	52	65691
Christopher Hawtree	4994	chrishawtree	63	65691
Peter Kyle	4358	peterkyle	53	65691
Rob Butler	5315		85	65624
Itrat Ali	5182		52	65624
Andrew Cooper	2182	clrandrewcooper	63	65624
Barry Sheerman	2183		53	65624
Nik Johnson	4359	CambridgeMagpie	53	65592
Paul Bullen	5035	pbullenUKIP	85	65592
Kevin Horkin	5450	kevinhorkin	52	65899
Kerry Gormley	3054		63	65899
Wes Streeting	4360	wesstreeting	53	65630
Mike Gapes	2977	MikeGapes	53	65585
Chris Chapman	5438	chrischapman86	52	65585
Danny Alexander	2847	dannyalexander	90	14435
Drew Hendry	4915	drewhendrysnp	102	14435
Edward Mountain	5048	1edmountain	52	14435
Mike Robb	2643		53	14435
Ben Gummer	2835		52	65925
David Ellesmere	4361	davidellesmere	53	65925
Barry Broom	4645		63	65925
Maria Vigneau	5435		85	65925
Stewart Blackmore	4362		53	65791
Vix Lowthion	4912	vixL	63	65791
Andrew Turner	2515		52	65791
Iain McKie	5133	Iainmckie_UKIP	85	65791
Caroline Russell	4750	highburyonfoot	63	65937
Charlie Kiss	4751	charliekiss	63	65882
Emily Thornberry	2519	EmilyThornberry	53	65882
Terry Stacy	4505		90	65882
Joe Smyth	5327		85	66097
Peter Varley	4654		63	66097
Lyn Ackerman	4962		77	66097
Steve Harrison	5445	cllrhash	85	66026
David Herbert	5115	davidherbertst	63	66026
Kris Hopkins	1607		52	65871
Ros Brown	4982		63	65871
John Grogan	4363		53	65871
Paul Latham	2352		85	65871
Richard Dickson	4506	richdick	90	65968
Bally Singh	4364	BallySingh74	53	65968
Robin McGhee	5200	RobinMcGhee	90	65939
Rod Abouharb	4365		53	65939
Rhea Keehn	4366	RheaKeehn	53	66001
Cathy Jamieson	2077	CathyJamieson	53	14436
James Berry	4201		52	65778
Lee Godfrey	4367	Godfrey_Lee	53	65778
Clare Keogh	4884		63	65778
Edward Davey	4507	EdwardDaveyMP	90	65778
Emma Ideson	5066	EmmaIdeson	52	65709
Mike Ross	746	cllrmikeross	90	65618
Dehenna Davison	4202	DehannaForHull	52	65618
Martin Deane	2862	martinjdeane	63	65618
Claire Thomas	4504	clairethomas1	90	65984
Angela Needham	5231	angelan1	63	65984
Mike Whitehead	5067	MikeSWhitehead	52	65984
Jo McCarron	4368	jomccarron	53	66053
Dave Dempsey	5047		52	14437
Vikki Gregorich	4628		63	65869
Carl Cashman	4508	carlcashman	90	65869
Jeffrey M. Donaldson	1858	j_donaldson_mp	70	66132
Alex Allison	5053		52	14438
Chris Coates	4629		63	65568
Cat Smith	2618	cateysmith	53	65568
Eric Ollerenshaw	990		52	65568
Luke Senior	5052		85	65765
Ed Sanderson	4594		90	65941
Richard Burgon	4369	RichardBurgon	53	65941
Aqila Choudhry	992	AqilaChoudhry	90	65866
Fabian Hamilton	736	fabianhamilton	53	65866
Simon Wilson	5134	SimonFWilson1	52	65866
Julian Metcalfe	5145		85	66068
Alex Sobel	4370	alexsobel	53	66068
Greg Mulholland	985	GregMulholland1	90	66068
Tim Goodall	4815	TimmoGoodall	63	66068
Andrew Pointon	4544	amp4leedswest	63	65988
John Withill	5144		85	65988
Kishan Devani	5024	Kishan_Devani	52	65807
Leon Hadji-Nikolaou	5025	Leon_Leicester	52	65604
Paul Bessant	5026	PaulForWest	52	65587
Norman Baker	1289	NormanBakerMP	90	66020
Lloyd Russell-Moyle	4371	lloydrm	53	66020
Maria Caulfield	897		52	66020
Heidi Alexander	1582		53	65705
Störm Poorun	5188	stormpoorun	63	65705
Peter Fortune	4204		52	65705
Julia Fletcher	4510	julia_fletcher	90	65705
Tom Chance	4818	tom_chance	63	65616
Russell Jackson	4205	russellantony	52	65616
Alex Feakes	1881		90	65616
Bim Afolami	4203	BimAfolami	52	66041
Vicky Foxcroft	4372	vickyfoxcroft	53	66041
Michael Bukola	4509	MichaelBukola	90	66041
Ashley Gunstock	1878		63	66013
Matthew Scott	4206		52	66013
Andy Bennetts	4735		2269	66046
Chris Worsey	4373	ChrisWorsey	53	66046
Michael Fabricant	455		52	66046
Karl McCartney	1886		52	65704
Lucy Rigby	4374	lucyrigby	53	65704
Nick Smith	1452	NickSmithUKIP	85	65704
Louise Ellman	2159	louiseellman	53	66066
Martin Dobson	4630	MartinDobsonGP	63	66066
Paul Childs	4511	liverlibdems	90	66066
Tony Mulhearn	5334	tony1939	804	66066
Adam Ford	4736	neon_black1871	2269	66066
Jonathan Clatworthy	4631		63	65970
Patrick Moloney	2762		90	65970
Dave Walsh	5335		804	65644
Peter Cranie	4632	PeterCranie	63	65644
Leo Evans	4918	LeoEvans94	90	65644
Jake Morrison	4789	eijake	2	65644
Paul Twigger	2468		90	65766
Scott Jones	5379		804	66117
Vaughan Williams	4960	vaughan_wms	77	66117
Sian Caiach	5317		1732	66117
Bill Piper	5020		85	65785
Nicky Morgan	2783		52	65785
Matthew O’Callaghan	4836	LoughbroMatthew	53	65785
Matt Sisson	5022		63	65785
Romy Rayner	4686		63	65987
Matthew Jason Brown	4775	CllrMattBrown	53	65987
Victoria Atkin	4893		52	65987
Charlotte Barnes	4512	LibDemCharlotte	90	65690
Janet Helen Phillips	5297	JanetPhGP	63	65690
Simon Slater	1546		53	65690
Dean Russell	5039	dean_r	52	65887
Paul Weston	4675		2032	66080
Katie Redmond	4827		52	66080
Joan Plimmer	4633	JoanPlimmer	63	65896
Herbie Crossman	5322	herbieharrow	85	65901
Tony Hill	2809		90	65901
Charles Smith	4376	charlie_rsmith	53	65901
Joe Wilcox	4737		2269	65901
Paul Hobday	4717	NHAPKent	1931	65936
Allen Simpson	4377	allen_m_simpson	53	65936
Jasper Gerard	4513	JasperGerardLD	90	65936
Eddie Powell	5248		85	65936
Andrew Collinson	5440		85	65645
Peter Edwards	4837		53	65661
Beverley Acevedo	5110		85	65661
Robert Graves	4705		63	65661
Loz Kaye	4842	LozKaye	770	66048
Lucy Powell	1570	LucyMPowell	53	66048
Kieran Turner-Dave	4634	ktd_91	63	66048
Gerald Kaufman	1849		53	65834
Laura Bannister	4635		63	65834
Lucy Bannister	4636	BanLucy	63	65819
Jeff Smith	4378	JeffSmithetc	53	65819
John Leech	1554	johnleechmcr	90	65819
George Hollingbery	1557	GHollingbery	52	65772
Dave Alexander	5277		85	65772
Tom McNeil	4379	mcneil_tom	53	65932
Elspeth Parris	5452	elspethp	63	66086
Gerald Jones	5097	gerald_jones3	53	66086
David Rowlands	5183		85	66086
Rhayna Pritchard	4958		77	66086
Nigel Wicken	5082	NigelWickens	85	65718
Charlynne Pullen	4838	charlynnepullen	53	65718
Nadine Dorries	731	NadineDorriesMP	52	65718
Nicola Heaton	4380		53	66007
Hilary Jones	4909		90	66007
Vikki Slade	4514	vikki4mdnp	90	66061
Richard Turner	5255		85	66061
Michael Tomlinson	4207		52	66061
Patrick Canavan	5415		53	66061
Simeon Jackson	5094	Sim4MidNorfolk	63	65949
George Freeman	2827	Freeman_George	52	65949
Harry Clarke	4839	horatioharry	53	65949
Toby Brothers	5236		85	65999
Miranda Diboll	5160		63	65999
Greg Mountain	4381		53	65999
Francie Molloy	4601		39	66133
Sandra Overend	3870	over2sandra	83	66133
Nigel Huddleston	2493	HuddlestonNigel	52	65888
Margaret Rowley	2443		90	65888
Ian Neil	5362		85	65998
Simon Clarke	5258	Simon4Boro	52	65998
Will Goodhand	4208		52	65657
Mark Chadburn	4738		2269	65657
Steve Turner	5363		85	65657
Ian Baxter	1406	ianbaxter_green	130	14441
Michelle Ballantyne	5051		52	14441
Jennifer Marklew	5223		63	65953
Stuart Moore	4961		85	65953
Emily Darlington	4382	emily4mk	53	65953
Samantha Pancheri	5224		63	66076
Andrew Pakes	3550	andrew4mk	53	66076
Paul Holmes	4209		52	66038
Diana Coman	3046	dianacoman	90	66038
Siobhain McDonagh	3048	SiobhainMP	53	66038
Paul Kennedy	5072		90	65693
Jacquetta Fewster	5071		63	65693
Stephen Musgrove	5241		85	65693
Ruth Jones	4383	ruth4monmouth	53	66084
Veronica German	4895		90	66084
Jonathan Clark	2752		77	66084
Christopher Were	5264		63	66084
Jane Dodds	4515	DoddsJane	90	66111
Glyn Davies	2754		52	66111
Gwynfor Owen	4959	GwynforO	77	66111
Douglas Ross	2756		52	14442
Sean Morton	4384		53	14442
Phil Chandler	5208		63	65633
Amina Lone	4385	Amina_Lone	53	65633
Andrea Jenkyns	4210		52	65735
Christina Rees	4564	rees4neath	53	66082
Daniel Thomas	4563	danielplaid	77	66082
Clare Bentley	4562		90	66082
Catrin Brock	5332	greencatrin	63	66082
Andrew Pope	4386	CllrPope	53	65556
Sally May	4659		63	65556
Bruce Tennent	5451		90	65556
Paul Bailey	5323		85	65815
Lena Samuels	4387		53	65815
Janet Richards	1122		63	65815
Brian Mapletoft	4944		85	65696
Michael Payne	4388	MichaelPayneUK	53	65696
Paul Baggaley	4790		2	65696
Robert Jenrick	5031	RobertJenrick	52	65696
Judith Bunting	4516	JudithBuntingLD	90	65862
Catherine Anderson	5086		85	65862
Jonny Roberts	5427	JonnyforNewbury	53	65862
Nick Cott	4947		90	66055
Chinyelu Susan Onwurah	3658	chionwurah	53	66055
Andrew Gray	1375		63	65594
Wendy Taylor	4028		90	65594
Catherine McKinnell	2098	catmckinnellmp	53	65664
Ian Wilkes	5462		90	65861
Tony Cox	4211	TCox4Newcastle	52	65861
David Mclean	4572		63	66094
Paul Halliday	5021	paulhalliday	90	66094
Nick Webb	4212		52	66099
Ed Townsend	1368		90	66099
Pippa Bartolotti	3762	pippabartolotti	63	66099
Simon Coopey	4965		77	66099
Dominic Bradley	971		55	66134
Mickey Brady	4600		39	66134
Richard Younger-Ross	1068		90	65828
Steven Smyth-Bonfield	4685		63	65828
Daithí McKay	1953		39	66135
Robin Swann	4723		83	66135
Ian Paisley Jnr	2135		70	66135
Katy Clark	2097	KatyClarkMP	53	14445
Amanda Pennington	4804		63	65602
Julie Lingard	5396		85	65602
Scott Mann	4213		52	65602
Ricky Knight	5220	greenknight49	63	65658
Mark Cann	3701	markcann	53	65658
Nick Harvey	639	nickharveynd	90	65658
Peter Heaton-Jones	4214		52	65658
Hugo Miéville	4517	hugomieville	90	65702
Steve Unwin	4813		85	65702
Kim Fendley	4389		53	65702
Andrew Muir	4588	AndrewMuirNI	103	66136
Kevan Jones	4025	kevanjonesmp	53	65745
Laetitia Glossop	4215	tishglossop	52	65745
Lucy Nethsingha	5056	LNethsingha	90	66063
Andrew Charalambous	5384	woodlandsandrew	85	66063
Helen Scott-Daniels	5424		63	66063
Lee Rowley	2207		52	65676
Tim Brett	4518	cllrtimbrett	90	14446
Brian Thomson	5425	Brian_R_Thomson	53	14446
Huw Bell	4216	HuwBell1	52	14446
Ranil Jayawardena	4217		52	65729
Chris York	2457	ChrisYorkUK	53	65840
Mario May	5393		63	65840
Wera Hobhouse	3720	Wera_Hobhouse	90	65619
Todd Foreman	4390	ToddDForeman	53	65619
Gordon Ingram	4925		63	65619
Ernie Blaber	5168		85	65619
Daisy Blench	1419	daisybell87	63	65642
Sally Prentice	5120	SallyPrentice	53	65642
Jonathan Oakton	4011		85	65642
Bill Wiggin	605		52	65642
Norman Lamb	643	normanlamb	90	65872
Mike Macartney-Filgate	4701		63	65872
Ann Steward	4218	CllrAnnSteward	52	65872
Denise Burke	4391		53	65872
Al Derby	4739		2269	66017
Graeme Currie	4392		53	66017
Marcus Kravis	4664	marcuskravis	90	65817
Ian Kealey	4934		85	65817
Mark Dempsey	3801	dempsey4labour	53	65760
Poppy Hebden-Leeder	4929		63	65760
James Faulkner	4927	ukip_swindon	85	65760
Ed Targett	5154	greentargett	63	65605
George Cunningham	4519	GFCunningham	90	65605
Piers Wauchope	5247		85	65605
Frances Rehal	4393	Rehalfrances	53	65605
Martin Collins	5405	WallsendGP	63	65720
Eileen Hunter	5347		804	66024
William Cash	5366		85	66024
Mike O'Brien	147		53	66024
Craig Tracey	4219		52	66024
Peter Reeve	5267	PeterReeve	85	65565
Nick Thulbourn	5268		53	65565
Charlotte Haitham-Taylor	4220	CharlotteHT_	52	65859
Mark Shilcock	4623		63	65859
Kit Malthouse	5272	kitmalthouse	52	65894
Alex Payton	5274	ACPayton	90	65894
Andrew Adams	5273	_AndyAdams_	53	65894
Diane James	5275		85	65894
Andy McWilliam	4822	UKIPAndyNWLeics	85	65776
Andrew Bridgen	1640		52	65776
Jamie McMahon	2236	JamieSMcMahon	53	65776
Richard Coke	2688		85	65713
Brian Mathew	1251	BrianMathew4NW	90	65822
Peter Baldrey	4394		53	65822
Simon Killane	5290	simonkillane	2	65822
Phil Chamberlain	3728	phil4northwilts	63	65822
Tony Clarke	4651	tonyclarkeuk	63	66059
Sally Keeble	1059		53	66059
Michael Ellis	1066		52	66059
Angela Paterson	5176		90	66059
Sadik Chaudhury	5177		90	65910
Kevin McKeever	1276		53	65910
Julie Hawkins	3610		63	65910
David Mackintosh	4221	davidmackintosh	52	65910
Adrian Holmes	5065		63	65768
James Wright	5364	JamesForNorwich	90	65768
Jessica Asato	4395	Jessica_Asato	53	65768
Chloe Smith	1684		52	65768
Walter Kovacs	4740		2269	65768
Lesley Grahame	4921	LesleyJGrahame	63	65634
Clive Lewis	4396	labourlewis	53	65634
Stan Grant	4741		2269	65634
Lisa Townsend	5361	_Lisa_Townsend	52	65634
Stephen Emmens	3614		85	65634
Simon Wright	1944	SimonWrightMP	90	65634
Garry Hickton	5370		52	65559
Fran Loi	4671		85	65559
Antonia Zenkevitch	4650	azenkevitch	63	65559
Stephen Crosby	4673	stephen_crosby1	85	65643
Louise Burfitt-Dons	4222		52	65643
Ben Turff	4742		2269	65643
David Hollas	4672		85	65945
Jane Hunt	3156		52	65945
Adam McGregor	4919		63	65945
Marcus Jones	1648	MarcusJonesMP	52	65663
Keith Kondakor	5198	greennuneaton	63	65663
Paul Riley	5340		804	65663
Victoria Fowler	4397	Victoria_Fowler	53	65663
Alwyn Waine	5197		85	65663
Gordon Banks	2094	GordonBanksMP	53	14447
Tim Thomas	4957		77	66107
Catherine Reilly	5127		85	65653
Derek Moran	5213		63	65653
Ibrahim (Ibby) Mehmet	4398		53	65653
Bob Gill	4716	drbobgill	1931	65653
Richard Marbrow	2160	richardmarbrow	90	65903
Miranda Meadowcroft	4637		63	65903
Sajjad Hussein	5446		52	65903
Garth Harkness	4520	garthharkness	90	66022
Alistair Carmichael	1331	acarmichaelmp	90	14448
Nigel de Gruchy	4399	NigeldeGruchy	53	65682
Idham Ramadi	4941	idhamramadi	85	65682
Tamara Galloway	2203	TamaraGalloway	63	65682
Jo Johnson	2204	JoJohnsonMP	52	65682
Ann Duncan	4559	ann4oxfordeast	63	66060
Andrew Smith	2208	AndrewSmithMP	53	66060
Mark Mann	4521	oxfordmann	90	66060
Ian Macdonald	4560	ianmacdonald91	85	66060
Melanie Magee	5019	cllr_magee	52	66060
Alan Harris	4550	alharr666	85	65564
Nicola Blackwood	3139	nicolablackwood	52	65564
Larry Sanders	4545		63	65564
Layla Moran	2447	laylamoran	90	65564
Sally Copley	4400	SallyCopley	53	65564
Helen Salisbury	4721	HelenS_NHA	1931	65564
Jim Halfpenny	5352		804	14449
Sandra Webster	5279		46	14450
Azhar Ali	4401		53	65668
Neil Hughes	2301		90	66081
Lee Rushworth	5280		53	66081
John Stanyer	1113		85	66081
Pete Wishart	2419		102	14451
Alexander Stewart	5139		52	14451
Darren Bisby-Boyd	4700	greendarrenbb	63	65649
Lisa Forbes	4402	LisaForbes_	53	65649
Louise Parker	5349		804	65974
Johnny Mercer	4223		52	65974
Penny Mills	5432	vote4penny	85	65974
Ben Osborn	5216		63	65974
Ryan Aldred	5350		804	65737
Libby Brown	5215		63	65737
Roy Kettle	5434		85	65737
Luke Pollard	3562	LukePollard	53	65737
Owen Smith	2720		53	66087
Osian Lewis	4956	osianlewis	77	66087
Mike Powell	2437	CllrMikePowell	90	66087
Philip Eades	3691		90	65860
Helen Rosser	5008		53	65860
Maureen Childs	4883		63	65917
Christopher Wilford	4828	wilford4th	52	65917
John Ferrett	3874		53	65566
Gavin Ellis	4644		63	65566
Jon Woods	5377		804	65566
Penny Mordaunt	1692	PennyMordauntMP	52	65566
Darren Sanders	1689	darrensandersld	90	65566
Flick Drummond	1730		52	66014
Gerald Vernon-Jackson	4522	geraldvjuk	90	66014
Ian McCulloch	4643	green_mac	63	66014
Sue Castillon	4403	eurosue	53	66014
Sean Hoyle	5341		804	66014
Paul Miller	4404	Paul_Miller	53	66102
John Osmond	4955		77	66102
Jo Barton	4767	CllrJoBarton	90	65673
Roger Tattersall	5302	RogTallbloke	85	65637
Jamie Hanley	1115	jamiehanley	53	65637
Stuart Andrew	1985	StuartAndrewMP	52	65637
Justine Greening	4021		52	66045
Sheila Boswell	4405		53	66045
Chris Poole	4748		63	66045
Patricia Ward	5383		85	66045
David Hough	5181	colchester1648	53	65795
Matt Rodda	4406	mattrodda	53	65973
Rob Wilson	1040	RobWilson_RDG	52	65973
Jenny Woods	4523	DrJennyWoods	90	65973
Victoria Groulef	4407	victoriagroulef	53	65982
Suzie Ferguson	5304	SuzieFergusonMP	2	65982
Meri O'Connell	4524	merioconnell	90	65982
Alok Sharma	3636		52	65982
Jacob Young	5212	JacobForRedcar	52	66032
Anna Turley	4408	annaturley	53	66032
Josh Mason	4525	Joshmasonredcar	90	66032
Chris Gallacher	4570		85	66032
Rebecca Blake	4409	rebeccablake31	53	65700
Joseph Fox	3891		85	66005
Shelley Rees-Owen	4954		77	66092
Jackie Pearcey	5092	jackiepearcey	90	65579
David Hinder	5015	david4rv	53	65579
Nigel Evans	499		52	65579
Leslie Rowe	3986		63	65722
John Blackie	5456		2	65722
Robin Scott	5076	robinjescott	2	65722
Chris Foote-Wood	4032	chrisasdickens	90	65722
 Rishi Sunak	5371		52	65722
Mike Hill	4761	hill_mrh	53	65722
Robin Meltzer	1606	robinmeltzer	90	65598
Sam Naz	5090		85	65598
Sachin Patel	4410	SachinPatel_87	53	65598
Andree Frieze	4613	andree_frieze	63	65598
Simon Danczuk	5403		53	65843
Masud Mohammed	5402		85	65843
Andy Kelly	4896		90	65843
Mark Reckless	793	markreckless	85	66043
Dan Burn	5338		804	66043
Kelly Tolhurst	4224		52	66043
Naushabah Khan	4411		53	66043
Clive Gregory	5155	clivebassman	63	66043
Simon Cross	4663		63	65584
Ian Gilbert	4412	cllriangilbert	53	65584
Floyd Waterworth	5420		85	65584
Lorna Tooley	4880		63	66077
Sam Gould	4413	samgould91	53	66077
Gerard Batten	183		85	66077
Andrew Rosindell	784		52	66077
Ben Nicholls	4526	BenForRSN	90	65884
Darren Paffey	4414	darrenpaffey	53	65884
Sandra James	5454	SandraUKIP	85	65884
Chris Conniff	5167	chrisconniff52	53	14452
Lindsay McCallum	5034	mcc_linds	52	14452
Charles Kennedy	3736	charles_kennedy	90	14452
Will Straw	4415	wdjstraw	53	66019
Allen Cowles	5201		85	65930
Kevin Barron	3080		53	65930
Jane Collins	4859	JaneCollinsMEP	85	66029
Mark Pawsey	202		52	65656
Claire Edwards	4416		53	65656
Gordon Davies	5122	gordonhdavies	85	65656
Nick Hurd	82	nickhurdmp	52	65681
Michael Borio	4692	MichaelBorio	53	65681
Gerard Barry	4691	munsterbarry	85	65681
Philip Hammond	3734		52	65589
Redvers Cunningham	5240	UKIPRedvers	85	65589
Kenneth Clarke	3609		52	65736
David Mellen	4417	CllrDavidMellen	53	65736
Richard Mallender	1924	cllrrmallender	63	65736
Taylor Muir	5050		52	14453
Edward Reynolds	4769	RandMLibDems	90	65833
Alan Duncan	212		52	65833
Richard Billington	5119	billingtonukip	85	65833
James Moore	4770		53	65833
Jane Berney	4418		53	65654
Mike Hibbs	1632		90	65654
Alan Haselhurst	3742		52	65654
Peter Day	5108		85	65654
Emma van Dyke	5095		63	65688
Mark Berry	4792		2310	65688
Sam Clark	4843		770	65688
Tom Corbin	4419	1tomcorbin	53	65889
Alison Craig	5221		63	65889
Reetendra Nath Banerji	4527	reetenbanerji	90	65889
Arthur Pendragon	1195	druidkingarthur	2	65889
David Malone	4573	DavidHMalone	63	65891
Ian McInnes	4574	ian1mcinnes	53	65891
Robert Goodwill	182		52	65891
Sam Cross	4581		85	65891
Nicholas Dakin	3663		53	66027
Martin Dwyer	5064		63	66027
Scott Wood	4678	scottwood29	52	65763
Valerie Allen	4117	valallen4sefton	52	65706
Mark Hayes	5276		53	65842
Stephen Lindsay	5246		85	65698
Amelie Boleyn	5156		63	65698
Alan Bullion	1337	AlanBullion	90	65698
Michael Fallon	2832		52	65698
Jillian Creasy	200	GreenJillian	63	65957
Joe Otten	4897	CllrJoeOtten	90	65957
Clive Betts	1074	CliveBettsMP	53	65793
Gail Smith	3344		90	65793
Nasser Younis	4756	nasyounis	362	65601
Harry Harpham	4824	sheffharry	53	65601
Jonathon Harston	4528		90	65601
Naveen Judah	4719	judahnaveen	1931	65741
Nick Clegg	254	nick_clegg	90	65741
Peter Garbutt	4606	PeterGarbutt	63	65741
Oliver Coppard	4420	olivercoppard	53	65741
Rita Wilcock	4950		63	65549
Louise Haigh	4421	LouHaigh	53	65549
Mark Spencer	4073		52	65632
Léonie Mathers	4840	LeonieMathers	53	65632
Dave Perkins	4743		2269	65632
Kevin Warnes	1072	kevinwarnes	63	65959
Steve Clapcote	5165	steveclapcote	53	65959
Philip Davies	835	PhilipDaviesMP	52	65959
Suzanne Evans	4668	suzanneevans1	85	65563
Christine Tinker	5093	ctinker2	90	65563
Laura Davies	4943	LauraShrewsbury	53	65563
Guy Nicholson	4423	Guy_SittShepp	53	65610
Gordon Henderson	282		52	65610
Richard Palmer	5084	richardpalmer58	85	65610
Gary Miller	5157		63	65610
Keith Nevols	3241	keith_nevols	90	65610
Malcolm Birks	5103	malcolmbirks	53	65986
Jacquie Brown	5313		90	65986
Andrew Brown	4760	voteAndyBrown	63	65986
Jason Pandya-Wood	4772	jasonforlabour	53	65920
Ken Wright	5016		85	65680
Nigel Knowles	3248		53	65879
Lorely Burt	2945	LorelyBurt	90	65879
Julian Knight	4225		52	65879
David Rendel	4849	DavidRendel_PPC	90	65812
Theo Simon	4990	FromeCandidate	63	65812
David Oakensen	2949		53	65812
Roger Clark	5423		85	65812
David Warburton	4226		52	65812
Neil Kelly	4592		103	66137
Roisin Lynch	5390	roisinlynchsdlp	55	66137
William McCrea	1855		70	66137
Declan Kearney	4711		39	66137
Danny Kinahan	4709	ddebk	83	66137
Mike Le-Surf	4424	Mike4SBET	53	65962
Kerry Smith	2839		2	65962
Heidi Allen	4227	heidiallen75	52	65922
Sebastian Kindersley	4768	seb4southcambs	90	65922
Lister Wilson	5088		85	65922
Sebastian Kindersley	1163		90	65922
Simon Saggers	1634		63	65922
Alan Graves	4864	alanukip	85	65762
Cheryl Pidgeon	2662	cheryl4sderbys	53	65762
Simon Bowkett	4426		53	65788
Jane Burnet	5063	JaneGreenParty	63	65788
Martyn Todd	4589	martyntodd1	103	66138
Clive Semmens	4759		63	65997
Lucy Frazer	4228		52	65997
Huw Jones	4427	HuwSECambLabour	53	65997
Jonathan Chatfield	891	jonathanchat	90	65997
Deborah Rennie	5295	deborahjrennie	85	65997
Sheryll Murray	1021	sheryllmurray	52	65684
